document_id,documento,status,level,analyst_id,created_at
166634,e2c568bba4a8bf5f5c8cb39cce52970c2f2fdefa1e95dd8eb816cb57b38f85e2,finished,C,41,2020-11-30 11:38:19
166643,f445f130d447a375144c8561892a5fd72c2990fc8e8512d26b300692a5d18417,finished,C,51,2021-05-26 10:01:49
166643,f445f130d447a375144c8561892a5fd72c2990fc8e8512d26b300692a5d18417,finished,D,51,2021-05-26 19:11:57
166694,b6fb9c3346a76afb11d6ccdff773f26d6508e6dbafb7cc36bbbe2f001ff49926,finished,D,51,2021-05-26 19:12:13
166697,ddc0a6057c59effb3c5255cac8dfaeff93b81466a611902f8895fded4164b188,finished,D,51,2021-05-26 19:12:14
166702,babd11b0c7e3b990e364d24f949c62f40e4cf24fc1e2c4bbb007d16d15c13219,finished,C,46,2020-08-13 10:40:49
166712,633b955ae688b8ee2eb50f77dc259c38a8f5507903fe957150b45bc96bf66d8c,finished,E,51,2020-04-13 12:04:51
166726,f5930ce047aefb4c6de412a6ed69a7518b6aff86fb580d587578ae88127b9a6b,finished,D,51,2021-05-26 19:12:18
166786,7802aaaf9f4c77a019a90c9b8b9c7836c80dea5fce7e7638c0de0f66dc274345,in_process,,41,2020-03-23 17:27:07
166786,7802aaaf9f4c77a019a90c9b8b9c7836c80dea5fce7e7638c0de0f66dc274345,finished,D,41,2020-03-23 17:27:11
166872,59a92713d765edaf0bd9e8a34d0d2948eb74ad5f7db4064948ae085dce835c1d,finished,C,51,2021-05-26 10:02:21
166872,59a92713d765edaf0bd9e8a34d0d2948eb74ad5f7db4064948ae085dce835c1d,finished,D,51,2021-05-26 19:12:42
166889,78b0897115201902fb33e40f12e4cd0f5b3f5654f8ac82f26251d2f215c7305f,finished,D,51,2021-05-26 19:12:45
166889,78b0897115201902fb33e40f12e4cd0f5b3f5654f8ac82f26251d2f215c7305f,finished,D,51,2021-05-26 19:12:46
166907,2087241a9fd8776cc4f9db58a9479266ec47bbc69e7af4f0d8d7a6bca32d5aca,finished,D,51,2021-05-27 05:52:38
167003,0aeafd311008c9e287010b8853eaaeb86ca69b00a3e66f3ebceac80bf4053f1b,finished,D,51,2021-05-26 19:13:09
167052,f24b31cd32f3555c6dd5e3a36755c2ac92c27a16f8cd5ca11d4189c717079508,finished,D,51,2021-05-26 19:13:18
167076,ffeb0881ce22b158895544f5dd366a835021f288e7b136a8888f9d174cc48577,in_process,,43,2020-04-14 09:42:58
167076,ffeb0881ce22b158895544f5dd366a835021f288e7b136a8888f9d174cc48577,finished,B,43,2020-04-14 09:43:07
167231,b3b2eab592bd358b632c4f479c69548f8729e43ed7364c8f9bc6cccaafc0484d,finished,C,51,2021-05-26 10:02:44
167231,b3b2eab592bd358b632c4f479c69548f8729e43ed7364c8f9bc6cccaafc0484d,finished,D,51,2021-05-26 19:13:56
167275,e1e62079d7dde86ef3c799f3d1ae9f17d397bb260cb80a0ab2dc97c2315d6763,finished,D,51,2021-05-26 19:14:05
167332,3b726069aba8308c260e84db7bf0c573dd7b868def40ba3a337ff330241409af,finished,D,37,2020-09-18 10:32:26
167357,028657ad611e7150f4c601f91ff658ea16765a1409eae60b66c6a6ac27d4d65c,in_process,,43,2020-04-24 12:05:14
167357,028657ad611e7150f4c601f91ff658ea16765a1409eae60b66c6a6ac27d4d65c,finished,D,43,2020-04-24 12:05:20
167393,908c027b177897424d9b2cbaefc7e7e638a9333a84b087f49d7be5198c7ae954,in_process,,41,2020-03-26 08:40:14
167393,908c027b177897424d9b2cbaefc7e7e638a9333a84b087f49d7be5198c7ae954,finished,C,41,2020-03-26 08:40:18
167400,e48e8fb9f3111335cefd2c58af38601a59ddbf1bbbcb00701074605083cc2901,finished,B,37,2020-05-12 11:19:59
167420,384a15b91d1df87e941163ea96afb7c5fa74dfa8a4c052e90511f6fb2b1795c1,finished,C,51,2021-05-26 10:03:14
167420,384a15b91d1df87e941163ea96afb7c5fa74dfa8a4c052e90511f6fb2b1795c1,finished,D,51,2021-05-26 19:14:33
167434,ecb68eab46d73f6c45d15cb222171b16e5c0300e22a3a9c6e8468be20e6d006f,finished,D,51,2021-05-26 19:14:36
167450,1271e359d39d0a33facd605054802f32469b32176f5ddec46019cd871a2e54b7,finished,C,41,2020-05-20 11:02:16
167454,c0df40060f60c5ea3273bedcb56df8e023c76651a8e063c7ee7aab62ca50f2c5,finished,C,46,2020-06-25 16:13:25
167494,3c3491994bb12a33e093691c62d7796d521513b509d11008103612e9e26ca3ef,finished,D,46,2020-12-21 17:02:19
167529,5df8a9654b5ef5bae30f32b3d1b04573dac23b5dc30d3159c9ca845f0b11830c,finished,A,37,2021-05-10 12:53:37
167529,5df8a9654b5ef5bae30f32b3d1b04573dac23b5dc30d3159c9ca845f0b11830c,finished,D,51,2021-05-26 19:14:53
167529,5df8a9654b5ef5bae30f32b3d1b04573dac23b5dc30d3159c9ca845f0b11830c,finished,A,51,2021-08-06 13:10:53
167535,8f10ea077b1d53a6f55c5643ecdb0ffbf36bcba78710ca737597d740e4878a1a,in_process,,37,2020-03-25 14:46:18
167535,8f10ea077b1d53a6f55c5643ecdb0ffbf36bcba78710ca737597d740e4878a1a,finished,B,37,2020-03-25 14:46:20
167599,6277e87783b5b83d4618c5eaf5751a294cb2a0c807d97e9ec7bbb52f0a36c41b,finished,D,51,2021-05-26 19:15:04
167600,159fbc1717aa4c7ccddd9f14db88af4dce79831af107d2ae6c337ffff8767f2d,in_process,,37,2020-03-31 14:57:20
167600,159fbc1717aa4c7ccddd9f14db88af4dce79831af107d2ae6c337ffff8767f2d,finished,C,37,2020-03-31 14:57:22
167600,159fbc1717aa4c7ccddd9f14db88af4dce79831af107d2ae6c337ffff8767f2d,in_process,,31,2021-08-19 14:19:46
167627,7451fb84150dc876c3dcf2afbeceaa6945f36c9125eaf99c1d677cf80b930507,finished,D,51,2021-05-26 19:15:12
167628,09eaa2cd24214f17920fd261ad190d90087ed8c0ddd44311768acdc1e7cb841a,finished,D,51,2021-05-26 19:15:13
167749,cf449150dfdd93949ad2c61a0c025584dc98f4e4481fdcb252e78bb04e05c2f7,finished,D,51,2021-05-26 19:15:37
167752,eb938d5a0ee16d3df504b0c2cb49dd234ae0c2038b19ce193a472b0f0a7fecf3,finished,D,51,2021-05-26 19:15:37
167865,f6f8f1fe3e0a743514b6245d9e4df6828457f68828e9651db683eaa398e7f200,finished,D,51,2021-05-26 19:16:01
167897,cdd76e2edc502e168d9792e5e1b5955d235170abcccc261fd7fa90ddd1c327d4,finished,C,45,2021-06-07 08:48:36
167930,68351042622790c9a59d9ff39921ab095f42a6a014a8ce47eb854aefe3590623,finished,C,51,2021-05-26 10:03:43
167930,68351042622790c9a59d9ff39921ab095f42a6a014a8ce47eb854aefe3590623,finished,D,51,2021-05-26 19:16:14
167957,f0bc26816131dbbb75413d1e454bb1e9fa0a6c3616e7e89f6ac0c0beede6ece8,finished,D,51,2021-05-26 19:16:20
167990,fa18d5d264c7aa2f29ab4370f512172c05dac56a23f1b0972d0bf87c58e57146,finished,D,46,2020-06-10 09:31:45
168015,572b34e6a1ba43be3f2f684d0ab820269c83ec280cf1cac7e909d7cf0e19a171,finished,D,51,2021-05-26 19:16:32
168110,491476953091a659b71e9eaafec2f5064419dc065a25f109ae38aa22daa5c34c,finished,D,51,2021-05-26 19:16:49
168211,447419b28ddf833f5ec0889c88d504fe093b8ab3e2dc5e9fbde8045c7f518fb2,finished,D,45,2020-09-01 17:02:41
168211,447419b28ddf833f5ec0889c88d504fe093b8ab3e2dc5e9fbde8045c7f518fb2,finished,E,51,2020-11-23 14:28:17
168211,447419b28ddf833f5ec0889c88d504fe093b8ab3e2dc5e9fbde8045c7f518fb2,finished,D,45,2021-09-09 09:56:57
168214,f9ab3280f70fe6722d358ff9274542790c1255bd552eda6adfd651ecbd312e5d,finished,C,51,2021-05-26 10:03:58
168214,f9ab3280f70fe6722d358ff9274542790c1255bd552eda6adfd651ecbd312e5d,finished,D,51,2021-05-26 19:17:09
168230,c85909164bce97ded7e414f94de6a1ae67a2e0402a3fe4d44c1ae047648c6f70,finished,D,51,2021-05-26 19:17:11
168231,bcacf89a40adbdce8e9fc3c2592aaf4291190676fbe76435144dd6cf4428a2ed,finished,D,46,2020-07-22 11:15:08
168289,572209c3a8ee741b71013a2928699180eb19c39318690c88a8c0c4782cc261f4,finished,C,44,2020-08-27 11:10:49
168389,703fbb23b4ce61c5cccf82031ed749b01315c8ea53ce41d96b128292163d493e,finished,B,19,2020-05-13 14:32:11
168500,60362846b9d774700ec2e5471dbacb943906b3c79fcda799aa43156ad14cef28,finished,D,51,2021-05-26 19:18:07
168506,9b35446b790a759fde15f36ee2d0005ec0843914081de43bd7fb442473d3b128,finished,C,51,2021-05-26 10:04:28
168506,9b35446b790a759fde15f36ee2d0005ec0843914081de43bd7fb442473d3b128,finished,D,51,2021-05-26 19:18:09
168510,03cb76cd9a4886e62c8416edb7f4a4b4fafcaac8d05d3cb9f038f899f1b4c7ef,finished,D,51,2021-05-26 19:18:09
168590,c68717637996bcbff8d6994a66be1227a81760e6a6bb565692b0c4812542806d,in_process,,43,2020-04-13 16:39:29
168590,c68717637996bcbff8d6994a66be1227a81760e6a6bb565692b0c4812542806d,finished,B,43,2020-04-13 16:39:37
168596,d3749fd686e340a72455c8d696bb872e4c310f991ddd4116564781569450c802,finished,D,46,2020-05-13 11:58:55
168624,d02e15e5fb720ca416ca6eece41bd4479e22aeabe7a02adc79dc3a918fe95c2f,in_process,,19,2020-04-01 15:22:32
168624,d02e15e5fb720ca416ca6eece41bd4479e22aeabe7a02adc79dc3a918fe95c2f,finished,C,19,2020-04-01 15:22:33
168657,52d09238223e76f923dc430cff89ea117cd4377eff18ec52b28d86a34cae9759,finished,D,51,2021-05-26 19:18:40
168733,61f3c4c9b64f892609d5482875d9d2fa5a59014893cda472ac2a00534942b87a,finished,D,51,2021-05-26 19:18:55
168771,e3e7e4223ab604efb3927a06a04ec0f2f1b785306e2f7b2c300a5654913a0c3c,finished,D,46,2020-07-06 15:19:00
168820,0cf06437594c3826bd7f9d40048fdc46f3957bfa258713acbeeb60a4cfcfadab,in_process,,33,2020-04-06 16:45:49
168820,0cf06437594c3826bd7f9d40048fdc46f3957bfa258713acbeeb60a4cfcfadab,finished,D,33,2020-04-06 16:45:55
168828,c1bf55e41d7cc1d1e9641674e19a4aaad25f086d206841e3da8edb76aa8b01bb,finished,C,51,2021-05-26 10:04:43
168828,c1bf55e41d7cc1d1e9641674e19a4aaad25f086d206841e3da8edb76aa8b01bb,finished,D,51,2021-05-26 19:19:13
168829,45f50d00196d212d3a4be430f135cc1981f49064d914612a675d791008e9457c,in_process,,19,2020-03-23 14:14:09
168829,45f50d00196d212d3a4be430f135cc1981f49064d914612a675d791008e9457c,finished,C,19,2020-03-23 14:14:15
168875,90b9e7f41aa23bc16775d021bbf3e627f64c21f991737eb674fc112848cfc722,finished,D,51,2021-05-26 19:19:24
168878,e107af9f7cee109eaa719ddff2491194851d87d8f16b353f3279bc993feb13ba,finished,C,37,2020-06-25 14:52:18
168965,344313dc110f0525def28412c1e324204c6e4b55d4f5f86ce0fd51c9f359ab9c,finished,D,51,2021-05-26 19:19:40
169047,e32f3cccfb65ed10abc82e49bfb1bda8d147cec61046a215112232eb2baab612,finished,C,51,2021-05-26 10:04:54
169047,e32f3cccfb65ed10abc82e49bfb1bda8d147cec61046a215112232eb2baab612,finished,D,51,2021-05-26 19:19:52
169054,db523e573567ddc3fdbda54a431bae75a0a4031af795414bd2959b71cdd9045b,finished,D,41,2020-06-04 08:32:00
169076,6ded4229f33c448ddcedb7cb2b58be0f69d41852d53f07327f2c3ab139fa58c9,finished,D,51,2021-05-26 19:19:54
169099,48dfc74e90155ff7f5f6f21dcd7dc1815a661b6da877df686b5ca7b4ee6a5f47,finished,D,46,2020-07-07 14:35:39
169103,f7ad1d58dd2c45f889209cdba701b64f77e54a0065aed9c25cf3cfc5a25922db,finished,D,51,2021-05-26 19:20:03
169107,d895d64c1f5a298ebd84b1c8c50f3fdfed18941ae820b45c7dbfcdb9a07ddcdf,finished,B,41,2020-06-19 14:04:26
169124,2e02f27c4f94ecfaefcf174dc5b2175c2d3d53b6c71e9aeaa1a7aed7981d37ca,finished,D,73,2021-01-20 15:18:34
169127,e026f606dca394e7a6f8252f99b0a75844b0d54fe45b7264df8e5de44ce67fff,finished,D,51,2021-05-26 19:20:10
169170,ea137b1a0369eea328254e2ccf7b1724d32b884ed296bd18d85b3f06b45d125b,finished,E,45,2020-12-07 11:59:18
169242,3c6b2b2139113ebe248188d0fa65e4f95972d8fd38294cc950025bcb9091dd52,finished,C,51,2021-05-26 10:05:03
169242,3c6b2b2139113ebe248188d0fa65e4f95972d8fd38294cc950025bcb9091dd52,finished,D,51,2021-05-26 19:20:32
169268,c6c176b33850eff46a6a3185c1a444cfa35ddae21574ece7227cdf0b89fc0fc0,finished,D,46,2020-07-27 14:45:27
169268,c6c176b33850eff46a6a3185c1a444cfa35ddae21574ece7227cdf0b89fc0fc0,finished,C,46,2020-07-27 14:47:04
169285,136681ddd07b8f8446aea2e496e8ade8b34a13b198781bfc12ea2211e1209957,in_process,,46,2020-03-26 16:39:21
169285,136681ddd07b8f8446aea2e496e8ade8b34a13b198781bfc12ea2211e1209957,finished,C,46,2020-03-26 16:39:23
169343,36ace2f3e4a6604dd4a00f2ea75ff787a38d45a168d101bb2d40d7e3ebf3f9c7,finished,D,51,2021-05-26 19:20:48
169369,732c25b246a6c11bf65a4ae13612a7a7570d23f1a4426bc72d0118ae32668e74,finished,C,51,2021-05-26 10:05:13
169369,732c25b246a6c11bf65a4ae13612a7a7570d23f1a4426bc72d0118ae32668e74,finished,D,51,2021-05-26 19:20:55
169374,2f550046880a2e17de30a92148d34627f32e065f801eda301c2087bd1356d7dd,finished,D,51,2021-05-26 19:20:56
169384,b8ba56c45a2b6e7c291bd79e01b5d3a345b155c864b43de3aaabced764e258fb,in_process,,43,2020-03-20 11:59:39
169384,b8ba56c45a2b6e7c291bd79e01b5d3a345b155c864b43de3aaabced764e258fb,finished,D,43,2020-03-20 11:59:42
169543,f6d85c40f764babf813f3a2fb80dd27bbacf0ad0755e226d55f7fe71a9fe5a32,finished,C,46,2020-11-30 12:28:43
169582,d325440814e862b35c42e46c786e79dd4dfbe65c00f8ac49be3d822a74322a95,finished,D,51,2021-05-26 19:21:39
169593,7663bbe9ccd1f3d44ed52504cdd6207bdc1c6c71e6e4b16d12d605540b0fcebb,finished,C,37,2020-05-18 12:58:51
169641,519d962c730bbdd39fc75c073e389b4570ec8404483abc3026a2637eb4dddb05,finished,D,37,2021-02-18 14:40:41
169792,e7cc71f9e765cb2ab7f8def1dcc814a2e666e7192ff5098fd40ac6417b8528ee,finished,D,46,2020-07-08 15:08:42
169801,f5276dd63daea642edf1deceb2d589017f43c97d49a02a050641f8e98b477c30,in_process,,41,2020-04-13 09:12:49
169801,f5276dd63daea642edf1deceb2d589017f43c97d49a02a050641f8e98b477c30,finished,C,41,2020-04-13 09:12:52
169873,826a237c9c3e3f5149aa95f970acc442ba62f5d3c62e9adba06dfe03748c7d90,finished,D,51,2021-05-26 19:22:34
169908,2e73287cbe19504f8af325c00dab0fd46586ce354fcbb4ece4484c5a6b23fef0,finished,D,51,2021-05-26 19:22:42
169925,76db148ebb0e236853b85d91528f3aaf5578b3887ce2e8c7e5f415d955feee53,finished,C,46,2020-05-13 14:51:28
169928,72bdf684df24bb1a234a6956cf6bb362f1582b35852b685c132438f64007f4f5,finished,D,51,2021-05-26 19:22:46
169933,73acff6b62c66461222c9b59188f40a0a8e89baaa3e896598093653b7b69fe8b,finished,D,51,2021-05-26 19:22:48
169935,9d66cbdfad045c4178ab68ecc38f4d90b812a162628a1b41acb5b9e2c75fbdb2,finished,D,51,2021-05-26 19:22:49
170078,40b73c811ae84ec7dbb34ed82154b1af7a9a372ed4d23d3621525fe08151a494,in_process,,44,2020-04-03 12:22:16
170078,40b73c811ae84ec7dbb34ed82154b1af7a9a372ed4d23d3621525fe08151a494,finished,D,44,2020-04-03 12:22:25
170200,b024d35a0d2d2da1e2c6c194eb6bb3339e174b7ba98bebd432880e7643d35d0d,finished,D,73,2020-12-14 15:58:09
170284,eba76f32756081451dd8dc9ed307679fbb561e33b30bf19cfba8fa478a462946,finished,D,46,2020-05-14 09:19:46
170302,f736e6e6bc117c6d7d0150ae2b84ba064007f2d4f2ae585f26476b4236cab773,finished,D,51,2021-05-26 19:23:57
170335,8bc8e85dc5eab9acbee0a2eef9f18a3b695894be2db083a794af78cef626a243,finished,D,51,2021-05-26 19:24:05
170399,0ce8f7585b296128f86deb49659772110a650461f72437ef68d053784ef45941,in_process,,37,2020-03-30 12:42:00
170399,0ce8f7585b296128f86deb49659772110a650461f72437ef68d053784ef45941,finished,C,37,2020-03-30 12:42:03
170509,da0878c5e9f27ac1519ee889cdd4c6c458175aa2fc76c89d0c64691a4e95a3b1,finished,D,51,2021-05-26 19:24:43
170592,b8f4eb97b0caaf9906aa535d75010af5382a81ec2012c4b1fb6bee5170d0b2f1,finished,C,46,2020-06-10 11:02:18
170640,e80ef8f9f197ad80b317c89a38d8eeb8deb0d9d1d6fc2caabf616fb783b1607f,in_process,,46,2020-04-13 14:42:39
170640,e80ef8f9f197ad80b317c89a38d8eeb8deb0d9d1d6fc2caabf616fb783b1607f,finished,C,46,2020-04-13 14:42:50
170696,b945390308a63109fdf9689fe5ad6f0d3ba3ff248711e5209c4ce3d331771132,in_process,,19,2020-04-09 16:16:54
170696,b945390308a63109fdf9689fe5ad6f0d3ba3ff248711e5209c4ce3d331771132,finished,B,19,2020-04-09 16:16:59
170696,b945390308a63109fdf9689fe5ad6f0d3ba3ff248711e5209c4ce3d331771132,in_process,,19,2020-04-09 16:17:02
170696,b945390308a63109fdf9689fe5ad6f0d3ba3ff248711e5209c4ce3d331771132,finished,C,19,2020-04-09 16:17:05
170711,1acb28b250be55abbdb1e2ac5536c57baea96e9a0bee3ceb5a16f224fc9d3e09,finished,D,51,2021-05-26 19:25:42
170748,7399b246723453515c891f222c7efbe33a92b5bb3f6b121ee1337f7a6e622012,finished,B,46,2021-04-01 17:28:16
170792,d5bf6874a0923afb9da2389889cbaecca6cfd73c4425dfd0b00a4e92c02481d8,in_process,,33,2019-10-14 15:21:18
170792,d5bf6874a0923afb9da2389889cbaecca6cfd73c4425dfd0b00a4e92c02481d8,finished,Fraude,33,2019-10-14 15:21:21
170848,6ea4c457918e43429fb0646b61d65f3af02d5c6d89d8716171bce3ccf91ecab1,finished,C,46,2020-09-15 16:49:21
170852,8357a6f1d8c91295dcb5bc2760f6e281600ace77e617ba55f8b6bddc9e3a2daa,finished,D,51,2021-05-26 19:26:12
170874,4bc1bf4bf7e6762cfd32e3ab721cc4f14448fa92a376d1ec1e40f2e2eefbbb65,finished,D,51,2021-05-26 19:26:20
170880,a3a1b5d2cc4329f3ef9842eff8f63fe5189abe2633c489c7063345919fac5114,finished,C,73,2020-11-05 10:12:02
170882,94add64d862d5068b7efcabc0b38453e92fe882ddf8a663e9ce54a06f82b5442,finished,B,46,2020-05-15 09:56:22
170901,df78c86b999f7a81ceb3d48e4957d81b2a60e6c3d8a233c445e03f9f38078acb,finished,D,51,2021-05-26 19:26:27
170918,8d0e4c1afdc48dbefc88bb04f5b8101a31cc1c78e984c83397e31fbf2f8f721a,finished,D,51,2021-05-26 19:26:32
170918,8d0e4c1afdc48dbefc88bb04f5b8101a31cc1c78e984c83397e31fbf2f8f721a,finished,D,51,2021-05-26 19:26:32
170961,20c983718f3cca34dbe6d6acfafef7b04a27b6a610d36e524b831aec2a014ae0,finished,D,51,2021-05-26 19:26:44
170970,6cd4c42fa09f85bd383110e196af8338de8a3a830a084aa534c7b6b28377068a,finished,C,43,2020-06-23 14:38:31
170982,783e4432cede8cd8a9159e51d2645cee25ef8ea3fd304056810215ba5db917b5,finished,D,51,2021-05-26 19:26:50
171091,ec052b18cdaf01df7e94c5e8ea219d3a879bac8a31e91a1c6fc018c266a739f1,finished,C,41,2021-04-07 16:16:08
171184,d507bc1066e58b826f59bc4661d0b5327192e552e3d629eb166deed5877f9b6a,in_process,,37,2020-03-26 15:20:37
171184,d507bc1066e58b826f59bc4661d0b5327192e552e3d629eb166deed5877f9b6a,finished,D,37,2020-03-26 15:20:40
171202,70bdc872f14d11d0298c973c540cb286d71fa22a92ecc94539ee18511197f23c,finished,D,51,2021-05-26 19:27:43
171207,15c7bde3b501f1aea78615cc75c0ea2f902ff1923c321ce6c6e0b86c4c8d973d,finished,C,41,2020-05-15 14:33:39
171213,651788e5aef1797082fc72cb0f81021ee57c179aa5dcd84dbc5966894c55938e,finished,C,51,2021-05-26 10:07:15
171213,651788e5aef1797082fc72cb0f81021ee57c179aa5dcd84dbc5966894c55938e,finished,D,51,2021-05-26 19:27:47
171222,2be83097015110a4d248a1161c0b4b346a09984489c9b66fcdf028e6d65e99bd,finished,D,51,2021-05-26 19:27:49
171284,03b0249eb69cd3b6db4ecfc62b295ce43644269639f728130b13baad1f028286,finished,C,51,2021-05-26 10:07:20
171284,03b0249eb69cd3b6db4ecfc62b295ce43644269639f728130b13baad1f028286,finished,D,51,2021-05-26 19:28:02
171289,32c412662c5ff288a82d014534569da70b09d344197ff35500b96043462a1ab8,in_process,,37,2020-03-25 09:24:38
